filtered text,label
virginamerica partners with visa checkout as mobile payment method to help boost mobile conversion rates etailwest payments visa,NEUTRAL
virginamerica just promoting the product is all had a problem with southwest and recommend noneother than the best httptcotfanxbhcf,POSITIVE
virginamerica love you guys but pls get some direct routes las to aus,POSITIVE
virginamerica i would like help with some flights please,NEUTRAL
bruh virginamerica giannilee turn down for what vxsafetydance,NEUTRAL
virginamerica of course i work for virginatlantic and im obsessed with the entire virgin family,POSITIVE
virginamerica ok first time flying with you tonight,POSITIVE
virginamerica digging the swanky pink mood lighting during the flight from nyc to sfo just needs a cabaret singer think about it,NEUTRAL
virginamerica done but i need the receipt asap could you please help,NEUTRAL
virginamerica i have d and d embossed badges and patches superior to the ones you are currently using httptcofqxelbon,NEGATIVE
virginamerica on vx from jfk to la dirty plane not up to your standards,NEGATIVE
virginamerica on flight vx headed to la from jfk dirtiest va plane i have ever been on sad for a great airline,NEGATIVE
virginamerica got it squared away someone picked up as soon as i tweeted should have tweeted sooner,POSITIVE
virginamerica your avis rental continue button doesnt work on your website to book car tried times on phone this sucks,NEGATIVE
virginamerica delayed to,NEGATIVE
virginamerica currently in minute of being on hold with cust service do i need to do anything to add a lap child to my reservation,NEGATIVE
virginamerica adds pillows instead of lieflat seats in first class arms race httptcosfjduahxz by skift,NEUTRAL
virginamerica karinslee of course have fun celebrating thanks happy chinese new year,POSITIVE
virginamerica flight booking problems last second flight for next week from sfo to san any chance you want to gift me a promo code since i love you guys,POSITIVE
virginamerica comenity bank is a joke please change nothing but constant problems with this bank,NEGATIVE
virginamerica i just did how can i dm do u have to also add me,NEUTRAL
virginamerica for my grandma ellas th she would lt a bday greeting from your flight crew she was a stewardess for eastern airlines,POSITIVE
virginamerica just bought tix for atx dallas route thanks for adding that love yr airline amp yr website is best transactional site ever,POSITIVE
virginamerica anytime sugafly,NEUTRAL
virginamerica gave a credit for my late flight flight yesterday great service thats a wow moment unexpected gesture,POSITIVE
virginamerica i need a receipt for a flight change can you send one,NEUTRAL
virginamerica i submitted a status match request a while back and still havent heard im flying on monday can you look accelerate,NEGATIVE
virginamerica had me at their safety video httptcocqmmnuem loved my first cross country flight livewelltraveled sytycd,POSITIVE
virginamerica that doesnt look to fat to me it looks yummy,POSITIVE
virginamerica ceo says southwest amp jetblue have strayed from low cost model httptcosctomh,NEUTRAL
virginamerica a brilliant brisk am in boston in cue for vx httptcormznivgmg,NEUTRAL
virginamerica atlantic ploughs a lone furrow in the middleeast httptcofvudmhpf thenationaluae,NEUTRAL
virginamerica atlantic ploughs a lone furrow in the middleeast httptcodcoboknee thenationaluae,NEUTRAL
virginamerica atlantic ploughs a lone furrow in the middleeast httptcovwpttlh thenationaluae,NEUTRAL
virginamerica omg omg nonstop dallas to austin on virgin,POSITIVE
virginamerica your planes are really pretty just thought u should know that,POSITIVE
virginamerica when are you flying to hawaii,NEUTRAL
virginamerica im pulling my hair out trying to book a flight with u your site doesnt work on iphone or ipaddont have a computer help,NEGATIVE
virginamerica thank you,POSITIVE
virginamerica can i get some help with a support ticket its been days incident thank you,NEGATIVE
virginamerica good to be home texas moodlighting httptconbvztyzi,POSITIVE
virginamerica i cannot even open my laptop in seat c and i paid a premium for this let me out of here,NEGATIVE
virginamerica i am in seat c and i cannot even open my laptop and i paid extra for this seat,NEGATIVE
virginamerica if only you guys were starting those flights at the end of the month guess im still road tripping on feb,NEUTRAL
virginamerica thanks for that been needing a way to make those austin trips from dca and now youve come through,POSITIVE
virginamerica announced new route to austin wfares from way httptcogapbamuc,NEUTRAL
virginamerica really sprint i thought you guys were kewl,NEUTRAL
virginamerica this is too cool never been on ur planes but now i will,POSITIVE
virginamerica you should have dollar laxlas fares,NEUTRAL
virginamerica great well deserved,POSITIVE
virginamerica fyi the infovirginamericacom email address you say to contact in password reset emails doesnt exist emails bounce,NEGATIVE
virginamerica status match weeks have gone by and no newsflt next week hope flt will count towards requirement cust svc no help,NEGATIVE
virginamerica your website sucks donkey dicks just thought you should know all best,NEGATIVE
virginamerica you should still develop an app then you will be my favorite airline,NEUTRAL
virginamerica all crap channels which is why i pay to watch uk tv,NEGATIVE
virginamerica got it all set thanks,POSITIVE
virginamerica no as channel this year,NEUTRAL
virginamerica only thing i see on passbook is virgin mobile mexico how do i integrate,NEUTRAL
virginamerica giants and virgin america a match made in heaven,POSITIVE
virginamerica thank goodness also see you friday nwkgtsf boom,POSITIVE
virginamerica how come you dont have an iphone app still using and making me waste paper,NEGATIVE
virginamerica your back of seat entertainment system does not accept credit cards that have an apostrophe in the surname apostrophefail,NEGATIVE
virginamerica when will vx use all lga slots instead of today adding aus makes this less likely,NEGATIVE
virginamerica is helping me step up my tinder game tindertips tinderchamp httptcojbmvvhaa,NEUTRAL
virginamerica i luv ur people and product thing is y do u charge for herbal tea but not black tea im not a caffeine drinker,POSITIVE
virginamerica thank you see yall soon im excited to see the expansion of destinations spread those wings,POSITIVE
virginamerica announces new nonstop connecting austinairport amp dallaslovefield intro httptcoqxnoaqtyn httptcojkqmdfqgf,NEUTRAL
virginamerica adds austindallas love field route httptcoxwjolflh httptcoyaormfkac,NEUTRAL
virginamerica sad to learn you no longer fly sfo gt phl hope it returns,NEGATIVE
virginamerica can you tweet me the cancelled flightchng fee for a flight or can i rebook under one of your affiliates if so who are afiliates,NEUTRAL
virginamerica has the most incredible customer service ive ever experienced so refreshing,POSITIVE
virginamerica now when will we see virginamerica come to philadelphia phl,NEUTRAL
virginamerica am i dreaming did you really just open up a route between dallas and austin and does this mean houston might be next,POSITIVE
virginamerica omg finally,POSITIVE
virginamerica to start xweekly a flights from to dallas dallaslovefield austin on apr avgeek,NEUTRAL
virginamerica nice to see you expanding in texas but dont forget about us here in sandiego i would love to see more flights out of here,NEUTRAL
virginamerica kinda sucked my earphone jack didnt work on my flight they may want to look into that for future passengers,NEGATIVE
virginamerica very poor experience first computer problem now seat malfunction stuck missing meeting in san diego,NEGATIVE
virginamerica to battle southwestair on dallaslovefieldaustinairport route httptcorlzebkx via usatoday,NEUTRAL
virginamerica thankyou the dalaus route makes my day,POSITIVE
virginamerica awesome deals dalaus for only each way httpstcoxcvqxykg,POSITIVE
